GAME_NAME,PLATFORM,PUBLISHER
Raw Danger!,PS2,505 Games
Monster Rancher Hop-A-Bout,PS,Tecmo Koei
Resident Evil 4 HD,XOne,Capcom
Barbie and Her Sisters Puppy Rescue,3DS,Namco Bandai Games
Hajime no Ippo: The Fighting! (2014),PS3,Namco Bandai Games
Custom Beat Battle: Draglade 2,DS,Namco Bandai Games
Max & the Magic Marker,Wii,Unknown
The Sims 2: Glamour Life Stuff,PC,Electronic Arts
Gotouchi Kenkei DS,DS,Spike
Bikkuriman Daijiten,DS,3 O'Clock
Accel World: Ginyoku no Kakusei,PS3,Namco Bandai Games
Elf Bowling 1 & 2,GBA,Ignition Entertainment
Mystery Case Files: Ravenhearst,PC,Focus Home Interactive
Agatha Christies The ABC Murders,PS4,Microids
Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,GSP
GunGriffon: Allied Strike,X,Microsoft Game Studios
Stacked with Daniel Negreanu,PSP,Myelin Media
Yuusha Shisu.,PSV,Nippon Ichi Software
Vitamin X Evolution,DS,D3Publisher
Saru! Get You! SaruSaru Daisakusen,PSP,Sony Computer Entertainment
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,Namco Bandai Games
Arthur and the Invisibles,DS,Atari
One Piece: Daikaizoku Coliseum,3DS,Namco Bandai Games
The Flintstones: Big Trouble in Bedrock,GBA,Swing! Entertainment
RACE On,PC,bitComposer Games
PopCap Arcade Vol 2,X360,PopCap Games
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,Kamui
Silverlicious,DS,GameMill Entertainment
Majesty 2: The Fantasy Kingdom Sim,X360,Paradox Interactive
Smart Girls Winter Wonderland,DS,UFO Interactive
BeatMania IIDX 14 Gold,PS2,Konami Digital Entertainment
Castlevania: Lords of Shadow - Reverie,PS3,Konami Digital Entertainment
Sengoku Otome: Legend Battle,PSV,Unknown
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,ASK
Toriko: Ultimate Survival,3DS,Namco Bandai Games
The Binding of Isaac,PC,Unknown
Vegas Casino,DS,Neko Entertainment
Maximum Racing: GP Classic Racing,Wii,Nordic Games
Madou Monogatari,SAT,Compile
Tork: Prehistoric Punk,X,Microsoft Game Studios
Togainu no Chi: True Blood,PS2,Kadokawa Shoten
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,D3Publisher
Chicken Shoot 2,GBA,Zoo Digital Publishing
Trials Fusion,PC,Ubisoft
SuperCar Challenge,PS3,System 3 Arcade Software
Overlord II,PC,Codemasters
River City Super Sports Challenge,DS,Arc System Works
Flipper Critters,DS,Conspiracy Entertainment
Sea Park Tycoon,DS,Foreign Media Games
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,Hackberry
Underground Pool,DS,UFO Interactive
Accel World: Ginyoku no Kakusei,PSP,Namco Bandai Games
Breath of Fire III,PSP,Capcom
Jikandia: The Timeless Land,PSP,Idea Factory
Classic Dungeon: Fuyoku no Masoujin,PSP,Nippon Ichi Software
Travel Coach: Europe 1,DS,HMH Interactive
Toy Shop,DS,Majesco Entertainment
Rampo,SAT,Sega
Montessori Music,DS,Oxygen Interactive
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,Rocket Company
My Pet Shop (JP sales),DS,Square Enix
Hallowed Legends: Samhain,PC,Focus Home Interactive
Ebikore Photo Kano Kiss ,PSV,Kadokawa Games
Exstetra,PSV,FuRyu
Dodge Racing: Charger vs Challenger,DS,Zushi Games
Beastly,Wii,Unknown
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,Konami Digital Entertainment
Rome: Total War - Gold Edition,PC,Sega
Summer Athletics 2009,X360,49Games
Biker Mice From Mars,DS,Game Factory
Hiiro no Kakera 2: Hisui no Shizuku,PS2,Idea Factory
Rugby World Cup 2015,X360,Ubisoft
Sorcery Saga: The Curse of the Great Curry God,PSV,Rising Star Games
Pro Yakyuu Spirits 5 Kanzenban,PS3,Konami Digital Entertainment
Big Hero 6: Battle in the Bay,3DS,GameMill Entertainment
Cabelas Big Game Hunter: Pro Hunts,PS3,Activision
Mighty No. 9,XOne,Deep Silver
King Arthur II,PC,Paradox Interactive
Dance Factory,PS2,Codemasters
Jig-A-Pix: Wild World,DS,Zushi Games
Romance of the Three Kingdoms II,3DS,Tecmo Koei
Totally Spies!,GBA,Atari
DragonHeart: Fire & Steel,PS,Acclaim Entertainment
Chaos;Head - Love Chu*Chu!,X360,5p
The Walking Dead: Season One,PC,Avanquest Software
Nishijin Pachinko Monogatari 2,SNES,KSS
RoadKill,GC,Midway Games
Combat Mission: Shock Force,PC,Paradox Interactive
The Legend of Heroes III: Song of the Ocean,PSP,Namco Bandai Games
Top Gun: Hard Lock,PS3,505 Games
F1 2002,GC,Electronic Arts
Mushihimesama Futari Ver 1.5,X360,Cave
Mahjong 300,DS,Avanquest
Pocket Fighter,SAT,Capcom
Toaru Majutsu no Kagaku no Ensemble,PSP,Namco Bandai Games
Ojyousama Express,SAT,Media Works
Starsky & Hutch,GBA,Empire Interactive
Doodle Hex,DS,Pinnacle
Sitting Ducks,GBA,LSP Games
Men of War,PC,505 Games
Brothers Conflict: Brilliant Blue,PSP,Idea Factory
Garfield: A Tale of Two Kitties,DS,Game Factory
Fullmetal Alchemist: Brotherhood,PSP,Unknown
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,Nintendo
WRC 5: FIA World Rally Championship,PSV,Bigben Interactive
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,Marvelous Interactive
House M.D.,DS,Mindscape
Ultimate Block Party,PSP,505 Games
thinkSMART FAMILY!,Wii,Conspiracy Entertainment
Last Escort: Club Katze,PSP,D3Publisher
Stacked with Daniel Negreanu,X,Myelin Media
Infinite Stratos 2: Ignition Hearts,PSV,5p
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,Namco Bandai Games
Konami Classics Series: Arcade Hits,DS,Konami Digital Entertainment
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,Yeti
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,Nihon Falcom Corporation
Super Heroine Chronicle,PS3,Namco Bandai Games
Playmobil Top Agents,DS,JoWood Productions
Otometeki Koi Kakumei * Love Revo,PS2,Interchannel
Guitar Hero: World Tour,PC,Aspyr
Super Meat Boy: Ultra Edition!,PC,Unknown
Transformers: Devastation,PC,Activision
Dr. Muto,GC,Midway Games
Otomedius Gorgeous,X360,Konami Digital Entertainment
Egg Mania: Eggstreme Madness,PS2,Kemco
Alter Ego,PC,Activision
Demon Gaze 2,PSV,Experience Inc.
Kiniro no Corda 3,PS2,Tecmo Koei
Zero Escape: Virtues Last Reward,3DS,Rising Star Games
MotoGP 15,XOne,Milestone S.r.l.
Darkstalkers Resurrection,PS3,Capcom
Highschool Terra Story,SAT,KID
East India Company Collection,PC,Paradox Interactive
Summer Athletics: The Ultimate Challenge,X360,DTP Entertainment
Emergency! Disaster Rescue Squad,DS,Destineer
Neverwinter Nights,PC,Atari
Suggoi! Arcana Heart 2,PS2,AQ Interactive
Crazy Machines,DS,DTP Entertainment
Great Edo Blacksmith,PSV,Nippon Ichi Software
Mother Goose no Himitsu no Yakata,PSP,Quinrose
Bella Sara 2 - The Magic of Drasilmare,3DS,Big Ben Interactive
Winning Post 7 2009,PSP,Tecmo Koei
Puzzle & Action: Tant-R,GEN,Sega
Code Lyoko: Quest for Infinity,PSP,Game Factory
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,Compile Heart
Digimon World 4,X,Atari
Guilty Gear XX Accent Core Plus,Wii,PQube
Aegis of Earth: Protonovus Assault,PS4,PQube
Kekkaishi: Kokubourou Shuurai,DS,Namco Bandai Games
Galleon: Islands of Mystery,X,SCi
Shugo Chara! Amunonijiro Chara Change,DS,Konami Digital Entertainment
World Sports Competition,PS3,Hudson Soft
Renai 0 Kilometer,PSP,Alchemist
Far East of Eden Shinden,NG,Hudson Soft
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,Arc System Works
Sunny Garcia Surfing,PS2,Ubisoft
Reco Love: Blue Ocean,PSV,Kadokawa Games
Lock On: Modern Air Combat,PC,Ubisoft
MotorHead,PS,Gremlin Interactive Ltd
Shaun White Skateboarding,PC,Ubisoft
StormLover,PSP,D3Publisher
Rugby League Live 3,X360,Tru Blu Entertainment
Gensou Suikoden I & II,PSP,Konami Digital Entertainment
Gloria Union,PSP,Atlus
Eyeshield 21: DevilBats DevilDays,GBA,Nintendo
Jyuzaengi: Engetsu Sangokuden,PSP,Idea Factory
OZMAFIA!! -vivace-,PSV,dramatic create
Ratatouille,PC,THQ
Rabbids Land,WiiU,Ubisoft
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,Tecmo Koei
Dancing Blade II: Tears of Eden,PS,Konami Digital Entertainment
New Tokyo Legacy: Operation Babel,PSV,5p
Kokoro no Kokoron,DS,Namco Bandai Games
BeatMania IIDX 13: DistorteD,PS2,Konami Digital Entertainment
Take On Helicopters,PC,Unknown
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,Idea Factory
Power Rangers Super Megaforce ,3DS,Namco Bandai Games
Higurashi no Naku Koro ni Iki,PSV,Kaga Create
Go! Go! Hypergrind,GC,Atlus
Keshisasu-Kun: Battle Kas-tival,DS,Konami Digital Entertainment
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,Namco Bandai Games
Peak Performance,PS,JVC
Homeworld 2,PC,Vivendi Games
Young Justice: Legacy,3DS,Namco Bandai Games
Rugby 15,X360,Bigben Interactive
Gudetama: Hanjuku de Tanomuwa,3DS,Rocket Company
DokiDoki Majo Shinpan! 2,DS,SNK Playmore
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,ChunSoft
Rayman 3: Hoodlum Havoc,PC,Ubisoft
S.L.A.I.: Steel Lancer Arena International,PS2,Konami Digital Entertainment
Nacho Libre,DS,Majesco Entertainment
Freaky Flyers,X,Midway Games
Zoboomafoo: Leapin Lemurs!,PS,Encore
Dennou Senki Virtual-On Force,X360,Sega
Who Wants to be a Millionaire: 1st Edition,DS,Ubisoft
Nettou! Powerful Koushien,DS,Konami Digital Entertainment
Graffiti Kingdom,PS2,505 Games
Paragon,PS4,Epic Games
Armored Core SL: Silent Line Portable,PSP,From Software
Combat Elite: WWII Paratroopers,X,SouthPeak Games
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,Marvelous Interactive
Lethal Enforcers I & II,PS,Konami Digital Entertainment
Bubble Bobble Evolution,PSP,Rising Star Games
Klonoa 2: Dream Champ Tournament,GBA,Namco Bandai Games
Monster High: New Ghoul in School,X360,Little Orbit
Minna no Golf Jou Vol.1,PSP,Sony Computer Entertainment
N+,PSP,Atari
Super Collapse! II,GBA,Majesco Entertainment
Ducati World Racing Challenge,PS,Acclaim Entertainment
Golden Nugget Casino / Texas Hold Em Double Pack,GBA,Majesco Entertainment
Popn Music 14 Fever!,PS2,Konami Digital Entertainment
Handball 16,PS3,Bigben Interactive
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,Gust
Bus Simulator 16,PC,Astragon
Knights of Honor,PC,Sunflowers
Touhou Genso Rondo: Bullet Ballet,PS4,Nippon Ichi Software
Lux-Pain (JP sales),DS,Rising Star Games
Bladestorm: Nightmare,PS3,Tecmo Koei
Smashing Drive,GBA,Zoo Digital Publishing
Away: Shuffle Dungeon,DS,Majesco Entertainment
Big Mountain 2000,N64,Imagineer
Starshot: Space Circus Fever,N64,Infogrames
Charlie Blasts Territory,N64,Kemco
Senko no Ronde DUO,X360,G.Rev
Mega Minis Volume 2,PSP,Sony Computer Entertainment
CIMA: The Enemy,GBA,Marvelous Interactive
Tokimeki Memorial Girls Side 1st Love Plus,DS,Konami Digital Entertainment
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,Marvelous Interactive
The Inner World,PC,Headup Games
Code Geass: Hangyaku no Lelouch,DS,Namco Bandai Games
Dream Girl Premier,3DS,Alchemist
Daibakushou: Jinsei Gekijou,SNES,Taito
Hudson x GReeeeN Live!? DeeeeS!?,DS,Hudson Soft
Who Wants to be a Millionaire: 1st Edition,Wii,Ubisoft
Marble Madness / Klax,GBA,Zoo Digital Publishing
Downstream Panic!,PSP,Atari
Final Fantasy XIV: Heavensward,PC,Square Enix
Suzumiya Haruhi no Chokuretsu,DS,Sega
Boot Camp Academy,Wii,Zoo Games
DJ Max Portable 3,PSP,CyberFront
The Idolmaster: Gravure For You! Vol. 5,PS3,Namco Bandai Games
S.Y.K Renshouden,PS2,Idea Factory
Pet Alien: An Intergalactic Puzzlepalooza,DS,Game Factory
Empire Earth II,PC,Vivendi Games
Codename: Panzers Cold War,PC,Atari
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,Idea Factory
Final Fantasy XIV: Heavensward,PS3,Square Enix
D.C.I.F.: Da Capo Innocent Finale,PS2,Sweets
Konpeki no Kantai,SNES,Angel Studios
Galaxy Angel II: Mugen Kairou no Kagi,PS2,Broccoli
Nectaris: Military Madness,PS,Hudson Soft
Doom,PC,id Software
Tenka-bito,PS2,Sega
BRAHMA Force: The Assault on Beltlogger 9,PS,JVC
Hot Pixel,PSP,Atari
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,Takara Tomy
Story Hour: Adventures,Wii,Zoo Digital Publishing
Samurai Spirits: Tenkaichi Kenkakuden,PS2,SNK
Robo Pit,PS,Kokopeli Digital Studios
Muv-Luv Alternative: Total Eclipse,PS3,5p
Star Wars: The Force Unleashed II,PC,LucasArts
R-Type III: The Third Lightning,GBA,Zoo Digital Publishing
Toukiden 2,PS3,Tecmo Koei
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,Sega
Kisuato,PSV,TGL
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,Namco Bandai Games
Heathcliff! The Fast and the Furriest,Wii,Storm City Games
Blokus Portable: Steambot Championship,PSP,Majesco Entertainment
Parfait,PSV,TGL
Hakuouki,PS2,Idea Factory
"Princess Natasha: Student, Secret Agent, Princess",DS,Zoo Digital Publishing
Atomic Betty,GBA,Atari
Rugby Challenge 3,PS3,Alternative Software
Harry Potter and the Half-Blood Prince,PC,Electronic Arts
Robin Hood: Defender of the Crown,X,Capcom
Monster Hunter Frontier Online: Season 10,X360,Capcom
Street Jam Basketball,GBA,Zoo Digital Publishing
Master of Monsters: Disciples of Gaia,PS,Agetec
Armored Core: Last Raven Portable,PSP,From Software
SD Gundam: Gashapon Wars,Wii,Namco Bandai Games
Curious George,X,Namco Bandai Games
Disney's Aladdin,GBA,Capcom
Virtual Pool: Tournament Edition,X,Global Star
SimCity,PC,Maxis
Kung Fu Panda: Showdown of Legendary Legends,PS3,Little Orbit
Nippon no Asoko de,PSP,Sony Computer Entertainment
MapleStory DS,DS,Nexon
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,FuRyu
Doom 3 BFG Edition,PC,Bethesda Softworks
Pimp My Ride: Street Racing,DS,Activision
Popeye: Rush for Spinach,GBA,Atari
HappinessCharge PreCure! Kawarun Collection,3DS,Namco Bandai Games
Culdcept,PS2,Sega
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,NEC
BeatMania IIDX 15: DJ Troopers,PS2,Konami Digital Entertainment
Planet of the Apes,GBA,Ubisoft
GTR Evolution,PC,Atari
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,Unknown
Drake & Josh: Talent Showdown,DS,THQ
Real World Golf,X,Mad Catz
Utawarerumono: Futari no Hakuoro,PS3,Aqua Plus
Hissatsu Pachinko Collection 3,SNES,Sunsoft
Oumagatoki: Kaidan Romance,PSP,Quinrose
NBA 2K13,PC,Take-Two Interactive
The Wolf Among Us,X360,Telltale Games
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,Konami Digital Entertainment
Sins of a Solar Empire,PC,Pinnacle
Hayate no Gotoku! Nightmare Paradise,PSP,Konami Digital Entertainment
Kung Fu Panda: Showdown of Legendary Legends,X360,Little Orbit
NBA 08,PSP,Sony Computer Entertainment
Lords of the Fallen,PC,Square Enix
Resident Evil 5 HD,XOne,Capcom
Resident Evil 4,PC,Ubisoft
Nanashi no Game Me,DS,Square Enix
Boulder Dash: Rocks!,DS,10TACLE Studios
DICE: DNA Integrated Cybernetic Enterprises,PS2,Namco Bandai Games
Prototype: Biohazard Bundle,XOne,Activision
Star Trek: The Game,PC,Namco Bandai Games
007: Quantum of Solace,PC,Activision
Megpoid the Music#,PSP,Asgard
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,Namco Bandai Games
Royal Palace of White Sword and The City of Gentiles,PC,Take-Two Interactive
Nisekoi: Yomeiri!?,PSV,Konami Digital Entertainment
World of Zoo,PC,THQ
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,Tecmo Koei
Wallace & Gromit in Project Zoo,X,BAM! Entertainment
Psycho-Pass: Mandatory Happiness,PSV,Nippon Ichi Software
Grid Runner,PS,Virgin Interactive
Saihai no Yukue,DS,Tecmo Koei
Metal Dungeon,X,Xicat Interactive
Phoenix Wright: Ace Attorney Trilogy,3DS,Capcom
Drome Racers,GC,Electronic Arts
Winter Sports 3: The Great Tournament,PS3,Tradewest
Guitar Freaks V & DrumMania V,PS2,Konami Digital Entertainment
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,Level 5
Triple Pack: Xbox Live Arcade Compilation,X360,Microsoft Game Studios
Dream Pinball 3D,DS,SouthPeak Games
Commander: Conquest of the Americas,PC,Paradox Interactive
Gekido Advance: Kintaros Revenge,GBA,Zoo Digital Publishing
Future Tactics: The Uprising,X,JoWood Productions
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,Namco Bandai Games
Power Poke Dash,GBA,Konami Digital Entertainment
Steins;Gate 0,PS3,5p
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,D3Publisher
Detective Opera: Milky Holmes 2,PSP,BushiRoad
Blaze Union: Story to Reach the Future,PSP,Sting
Pro Evolution Soccer 2017,PC,Konami Digital Entertainment
Harukanaru Toki no Naka de 6,PSV,Tecmo Koei
Entaku no Seito: Students of Round,X360,ChunSoft
Bratz: Forever Diamondz,PS2,THQ
Smiley World: Island Challenge,DS,Zoo Digital Publishing
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,Hudson Soft
Isshoni Gohan. Portable,PSP,Boost On
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,SNK Playmore
Malice,X,Evolved Games
htoL#NiQ: The Firefly Diary,PSV,Nippon Ichi Software
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,Capcom
Ouka Sengoku Portable,PSP,Alchemist
Wallace & Gromit: Curse of the Were-Rabbit,X,Konami Digital Entertainment
Shepherds Crossing,PSP,Success
Dark Parables: The Exiled Prince,PC,Unknown
Doki-Doki Universe,PSV,Sony Computer Entertainment
Tactics Layer: Ritina Guard Senki,DS,D3Publisher
Brain Exercise With Dr. Kawashima,PC,Namco Bandai Games
San-X Character Channel: All-Star Daishuugou!,DS,MTO
Fuun Shinsengumi Bakumatsuden Portable,PSP,From Software
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,Sega
Rozen Maiden: Gebetgarten,PS2,Taito
Barbie and Her Sisters Puppy Rescue,WiiU,Namco Bandai Games
Homeworld Remastered Collection,PC,Gearbox Software
Princess Arthur,PSP,Idea Factory
Sakura-Sou no Pet na Kanojo,PSP,Kadokawa Games
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,SNK Playmore
Toro to Morimori,PS3,Sony Computer Entertainment
Tantei Jinguuji Saburo: Hai to Diamond,PSP,Arc System Works
Satisfashion,Wii,Destineer
Metal Slug Anthology,PS2,Ignition Entertainment
Shorts,DS,Majesco Entertainment
Football Manager 2005,PC,Sega
K-1 Grand Prix,PS,Jaleco
Rave Master: Special Attack Force!,GBA,Konami Digital Entertainment
Adventure Time: The Secret of the Nameless ,X360,Little Orbit
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,D3Publisher
Saints Row: Gat out of Hell,XOne,Deep Silver
BattleForge,PC,Electronic Arts
Casper,GBA,Microids
AKB1/48: Idol to Guam de Koishitara...,X360,Namco Bandai Games
Hakuoki: Reimeiroku DS,DS,Idea Factory
Ro-Kyu-Bu! Secret Photo Op,PSV,Kadokawa Games
Turbo Trainz,Wii,Mastertronic
Caladrius,X360,Moss
Duel Love: Koisuru Otome wa Shouri no Megami,DS,Namco Bandai Games
Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,Unknown
MXGP 2,PC,Milestone S.r.l.
Freekstyle,GBA,Zoo Digital Publishing
Groovin Blocks,Wii,Zoo Games
Aa Megami-samaa,PS2,Marvelous Interactive
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,FuRyu
Mystery Legends: Beauty and the Beast,PC,Focus Multimedia
Tomoyo After: Its a Wonderful Life CS Edition,PS2,Prototype
Rail Simulator,PC,Electronic Arts
Yunohana Spring! Cherishing Time,PSV,Idea Factory
Banjo-Kazooie,X360,Microsoft Game Studios
BlazBlue: Calamity Trigger,PC,PQube
Geten no Hana with Yume Akari: Aizouban,PSV,Tecmo Koei
Bakumatsu Rock,PSP,Marvelous Entertainment
Spider-Man: Friend or Foe,PC,Activision
Far East of Eden II: Manji Maru,DS,Hudson Soft
Family Jockey,Wii,Namco Bandai Games
Thunder Alley,GBA,XS Games
Resistance Dual Pack,PS3,Sony Computer Entertainment
Hoshiori Yume Mirai: Converted Edition,PSV,Prototype
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,5p
PDC World Championship Darts 2009,Wii,Oxygen Interactive
Harry Potter and the Chamber of Secrets,PC,Electronic Arts
Victory Spike,PS,Imagineer
Sengoku Basara 2 Heroes,Wii,Capcom
Jewel Quest II,PC,Avanquest
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,Datam Polystar
Farming Simulator 15 Expansion Pack,PC,Focus Home Interactive
Double Sequence: The Q-Virus Invasion,DS,Zoo Digital Publishing
Kurogane Kaikitan,PSV,Minato Station
Marvel: Ultimate Alliance,PC,Activision
Brothers in Arms: Furious 4,X360,Ubisoft
Order Up!!,3DS,Funbox Media
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,D3Publisher
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,Kadokawa Shoten
Chaos;Child,PS4,5p
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,Marvelous Interactive
WRC 6,PC,PQube
Battle Worlds: Kronos,PC,Nordic Games
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,Idea Factory
Curse of the Amsterdam Diamond,DS,Easy Interactive
Kao the Kangaroo,GBA,Titus
Seisou no Amazones,3DS,Arc System Works
Builders Block,PS,EON Digital Entertainment
Durarara!! Relay,PSV,Kadokawa Games
Mahjong Taikai IV,PS3,Tecmo Koei
F.E.A.R. Perseus Mandate,PC,Vivendi Games
Chaos;Head Noah,PSV,5p
Ultraman Fighting Evolution 0,PSP,Banpresto
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,Konami Digital Entertainment
Agarest Senki: Re-appearance,PS3,Idea Factory
Deus Ex,PC,Eidos Interactive
Aquaman: Battle for Atlantis,GC,TDK Mediactive
Captain Morgane and the Golden Turtle,Wii,Reef Entertainment
Strider (2014),PS3,Capcom
Jinsei Game Q DS: Shouwa no Dekigoto,DS,Takara Tomy
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,Sega
Goku Makaimura Kai,PSP,Capcom
No Fate! Only the Power of Will,X360,Alchemist
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,Nippon Ichi Software
My Little Baby,DS,CDV Software Entertainment
Mario vs. Donkey Kong: Tipping Stars,WiiU,Nintendo
Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,D3Publisher
Goat Simulator,XOne,Koch Media
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,Naxat Soft
Mamoru-kun wa Norowarete Shimatta!,X360,G.Rev
Art Academy: Home Studio,WiiU,Nintendo
"Hanayaka Kana, Ware ga Ichizoku",PSP,Idea Factory
Myself; Yourself,PS2,Yeti
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,System Soft
PDC World Championship Darts 2008,PSP,Oxygen Interactive
Tiger Woods PGA Tour 2005,PC,Electronic Arts
Dokuro,PSV,GungHo
Starry ? Sky: After Autumn,PSP,Aqua Plus
Slide Adventure: Mag Kid,DS,Nintendo
Smugglers Run,GBA,Rebellion
Eve: Burst Error R,PSV,Red Flagship
Jan Sangoku Musou,PS2,Tecmo Koei
Chaos;Child,PS3,5p
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,Alchemist
Binary Star,PSV,Idea Factory
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,Tecmo Koei
PriministAr,PSV,Entergram
Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,Ignition Entertainment
CT Special Forces 2: Back in the Trenches,GBA,LSP Games
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,ChunSoft
Root Double: Before Crime After Days,X360,Yeti
ef - a fairy tale of the two.,PS2,Comfort
Minds and Mystery: 5 Game Pack,PC,Focus Multimedia
Akai Suna Ochiru Tsuki,PSV,dramatic create
Sonic & All-Stars Racing Transformed,PC,Sega
FairlyLife: MiracleDays,PSP,Piacci
Death Connection Portable,PSP,Idea Factory
Surfs Up,GC,Ubisoft
TimeShift,PC,Vivendi Games
Rainbow Islands: Revolution,PSP,Rising Star Games
Rakushou! Pachi-Slot Sengen 4,PS2,Tecmo Koei
Championship Manager 2010,PC,Eidos Interactive
Moe Moe 2-Ji Daisenryaku 2,PSP,System Soft
Wakeboarding Unleashed Featuring Shaun Murray,GBA,Aspyr
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,Takara
Last Escort,PS2,D3Publisher
SAW,PC,Konami Digital Entertainment
Meikyuu Cross Blood: Reloaded,X360,Unknown
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,Majesco Entertainment
Livly Garden,DS,Marvelous Interactive
Spider-Man 3,PC,Activision
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,Starfish
Commando: Steel Disaster,DS,Lexicon Entertainment
Aria: The Natural ~Tooi Yume no Mirage~,PS2,Alchemist
Fallout Trilogy,PC,Ubisoft
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Marvelous Interactive
Gal Gun,PS3,Alchemist
Hakuouki: Yuugi Roku DS,DS,Idea Factory
Shonen Jumps Shaman King: Master of Spirits 2,GBA,Konami Digital Entertainment
Toki no Kizuna: Hanayui Tsuzuri,PSP,Idea Factory
Period Cube: Torikago no Amadeus,PSV,Idea Factory
Koihime Enbu,PS4,Yeti
Rinne no Lagrange: Kamogawa Days,PS3,Namco Bandai Games
Samurai Warriors: Sanada Maru,PSV,Tecmo Koei
Code R,SAT,Quintet
Spider-Man: Web of Shadows,PC,Activision
The Idolmaster: Gravure For You! Vol.8,PS3,Namco Bandai Games
Disney Sports Football,GBA,Unknown
Chicken Hunter,DS,Phoenix Games
Kao Challengers,PSP,Atari
Hakuoki: Shinkai - Furi no Shou,PSV,Idea Factory
Jake Hunter: Detective Chronicles,DS,Aksys Games
Demolition Company: Gold Edition,PC,Unknown
Headhunter: Redemption,X,Sega
Onechanbara Special,PSP,D3Publisher
